"0";;;;;
18;;"support staff";"K";;"2,934.98"
19;;"Management staff";"C";;"12,153.17"
19;;"executive staff";"D";;"9,849.20"
19;;"executive staff";"E";;"6,930.39"
19;;"executive staff";"F";;"5,925.00"
19;;"support staff";"G";;"4,296.70"
19;;"support staff";"H";;"3,894.27"
19;;"support staff";"I";;"3,122.45"
19;;"support staff";"K";;"2,960.43"
20;;"Management staff";"C";;"12,282.39"
20;;"executive staff";"D";;"9,958.78"
20;;"executive staff";"E";;"7,003.59"
20;;"executive staff";"F";;"5,983.42"
20;;"support staff";"G";;"4,336.02"
20;;"support staff";"H";;"3,930.14"
20;;"support staff";"I";;"3,149.88"
20;;"support staff";"K";;"2,985.97"
21;;"Management staff";"C";;"12,412.70"
21;;"executive staff";"D";;"10,069.55"
21;;"executive staff";"E";;"7,077.33"
21;;"executive staff";"F";;"6,042.47"
21;;"support staff";"G";;"4,376.72"
21;;"support staff";"H";;"3,966.27"
21;;"support staff";"I";;"3,177.70"
21;;"support staff";"K";;"3,012.28"
22;;"Management staff";"C";;"12,543.68"
22;;"executive staff";"D";;"10,180.99"
22;;"executive staff";"E";;"7,151.64"
22;;"executive staff";"F";;"6,103.17"
22;;"support staff";"G";;"4,417.79"
22;;"support staff";"H";;"4,002.85"
22;;"support staff";"I";;"3,205.85"
22;;"support staff";"K";;"3,038.94"
23;;"Management staff";"C";;"12,674.46"
23;;"executive staff";"D";;"10,293.48"
23;;"executive staff";"E";;"7,226.70"
23;;"executive staff";"F";;"6,165.13"
23;;"support staff";"G";;"4,459.31"
23;;"support staff";"H";;"4,039.88"
23;;"support staff";"I";;"3,234.10"
23;;"support staff";"K";;"3,065.80"
24;;"Management staff";"C";;"12,806.37"
24;;"executive staff";"D";;"10,406.86"
24;;"executive staff";"E";;"7,302.41"
24;;"executive staff";"F";;"6,227.23"
24;;"support staff";"G";;"4,501.01"
24;;"support staff";"H";;"4,076.91"
24;;"support staff";"I";;"3,262.81"
24;;"support staff";"K";;"3,093.21"
25;;"Management staff";"C";;"12,939.50"
25;;"executive staff";"D";;"10,521.17"
25;;"executive staff";"E";;"7,381.05"
25;;"executive staff";"F";;"6,290.25"
25;;"support staff";"G";;"4,543.10"
25;;"support staff";"H";;"4,114.38"
25;;"support staff";"I";;"3,291.62"
25;;"support staff";"K";;"3,120.43"
26;;"Management staff";"C";;"13,073.85"
26;;"executive staff";"D";;"10,636.49"
26;;"executive staff";"E";;"7,463.22"
26;;"executive staff";"F";;"6,353.58"
26;;"support staff";"G";;"4,585.59"
26;;"support staff";"H";;"4,152.02"
26;;"support staff";"I";;"3,320.56"
26;;"support staff";"K";;"3,147.98"
27;;"Management staff";"C";;"13,209.24"
27;;"executive staff";"D";;"10,752.92"
27;;"executive staff";"E";;"7,546.29"
27;;"executive staff";"F";;"6,417.47"
27;;"support staff";"G";;"4,628.47"
27;;"support staff";"H";;"4,190.01"
27;;"support staff";"I";;"3,350.03"
27;;"support staff";"K";;"3,175.82"
28;;"Management staff";"C";;"13,345.72"
28;;"executive staff";"D";;"10,870.14"
28;;"executive staff";"E";;"7,630.02"
28;;"executive staff";"F";;"6,481.90"
28;;"support staff";"G";;"4,671.58"
28;;"support staff";"H";;"4,228.53"
28;;"support staff";"I";;"3,379.60"
28;;"support staff";"K";;"3,204.06"
29;;"Management staff";"C";;"13,483.36"
29;;"executive staff";"D";;"10,988.45"
29;;"executive staff";"E";;"7,714.37"
29;;"executive staff";"F";;"6,548.91"
29;;"support staff";"G";;"4,715.30"
29;;"support staff";"H";;"4,267.24"
29;;"support staff";"I";;"3,409.50"
29;;"support staff";"K";;"3,232.35"
30;;"Management staff";"C";;"13,622.23"
30;;"executive staff";"D";;"11,107.72"
30;;"executive staff";"E";;"7,800.73"
30;;"executive staff";"F";;"6,616.53"
30;;"support staff";"G";;"4,759.20"
30;;"support staff";"H";;"4,306.34"
30;;"support staff";"I";;"3,439.63"
30;;"support staff";"K";;"3,260.87"
31;;"Management staff";"C";;"13,762.40"
31;;"executive staff";"D";;"11,228.03"
31;;"executive staff";"E";;"7,892.84"
31;;"executive staff";"F";;"6,684.65"
31;;"support staff";"G";;"4,804.57"
31;;"support staff";"H";;"4,346.04"
31;;"support staff";"I";;"3,470.73"
31;;"support staff";"K";;"3,289.81"
32;;"Management staff";"C";;"13,903.57"
32;;"executive staff";"D";;"11,349.47"
32;;"executive staff";"E";;"7,985.94"
32;;"executive staff";"F";;"6,753.60"
32;;"support staff";"G";;"4,850.69"
32;;"support staff";"H";;"4,386.84"
32;;"support staff";"I";;"3,502.21"
32;;"support staff";"K";;"3,318.69"
33;;"Management staff";"C";;"14,046.05"
33;;"executive staff";"D";;"11,471.77"
33;;"executive staff";"E";;"8,079.74"
33;;"executive staff";"F";;"6,822.88"
33;;"support staff";"G";;"4,897.04"
33;;"support staff";"H";;"4,427.86"
33;;"support staff";"I";;"3,533.79"
33;;"support staff";"K";;"3,347.99"
34;;"Management staff";"C";;"14,189.66"
34;;"executive staff";"D";;"11,595.33"
34;;"executive staff";"E";;"8,174.27"
34;;"executive staff";"F";;"6,892.80"
34;;"support staff";"G";;"4,943.63"
34;;"support staff";"H";;"4,469.50"
34;;"support staff";"I";;"3,565.78"
34;;"support staff";"K";;"3,377.55"
35;;"Management staff";"C";;"14,334.45"
35;;"executive staff";"D";;"11,719.79"
35;;"executive staff";"E";;"8,269.53"
35;;"executive staff";"F";;"6,964.63"
35;;"support staff";"G";;"4,990.89"
35;;"support staff";"H";;"4,511.53"
35;;"support staff";"I";;"3,597.90"
35;;"support staff";"K";;"3,407.29"
36;;"Management staff";"C";;"14,480.68"
36;;"executive staff";"D";;"11,845.49"
36;;"executive staff";"E";;"8,365.92"
36;;"executive staff";"F";;"7,038.31"
36;;"support staff";"G";;"5,038.48"
36;;"support staff";"H";;"4,553.53"
36;;"support staff";"I";;"3,630.26"
36;;"support staff";"K";;"3,437.38"
37;;"Management staff";"C";;"14,627.83"
37;;"executive staff";"D";;"11,971.90"
37;;"executive staff";"E";;"8,462.82"
37;;"executive staff";"F";;"7,112.15"
37;;"support staff";"G";;"5,086.26"
37;;"support staff";"H";;"4,596.04"
37;;"support staff";"I";;"3,663.12"
37;;"support staff";"K";;"3,468.53"
38;;"Management staff";"C";;"14,776.53"
38;;"executive staff";"D";;"12,099.54"
38;;"executive staff";"E";;"8,560.67"
38;;"executive staff";"F";;"7,187.01"
38;;"support staff";"G";;"5,134.69"
38;;"support staff";"H";;"4,639.09"
38;;"support staff";"I";;"3,695.98"
38;;"support staff";"K";;"3,499.97"
39;;"Management staff";"C";;"14,926.41"
39;;"executive staff";"D";;"12,228.32"
39;;"executive staff";"E";;"8,659.34"
39;;"executive staff";"F";;"7,262.20"
39;;"support staff";"G";;"5,183.43"
39;;"support staff";"H";;"4,682.40"
39;;"support staff";"I";;"3,729.56"
39;;"support staff";"K";;"3,531.66"
40;;"Management staff";"C";;"15,077.29"
40;;"executive staff";"D";;"12,358.28"
40;;"executive staff";"E";;"8,758.84"
40;;"executive staff";"F";;"7,338.26"
40;;"support staff";"G";;"5,233.52"
40;;"support staff";"H";;"4,725.91"
40;;"support staff";"I";;"3,762.95"
40;;"support staff";"K";;"3,563.39"
41;;"Management staff";"C";;"15,230.00"
41;;"executive staff";"D";;"12,489.08"
41;;"executive staff";"E";;"8,859.19"
41;;"executive staff";"F";;"7,419.67"
41;;"support staff";"G";;"5,284.49"
41;;"support staff";"H";;"4,770.26"
41;;"support staff";"I";;"3,796.76"
41;;"support staff";"K";;"3,595.72"
42;;"Management staff";"C";;"15,383.61"
42;;"executive staff";"D";;"12,619.80"
42;;"executive staff";"E";;"8,960.52"
42;;"executive staff";"F";;"7,502.20"
42;;"support staff";"G";;"5,335.93"
42;;"support staff";"H";;"4,815.93"
42;;"support staff";"I";;"3,830.84"
42;;"support staff";"K";;"3,628.11"
43;;"Management staff";"C";;"15,538.54"
43;;"executive staff";"D";;"12,751.15"
43;;"executive staff";"E";;"9,062.50"
43;;"executive staff";"F";;"7,585.62"
43;;"support staff";"G";;"5,387.78"
43;;"support staff";"H";;"4,861.93"
43;;"support staff";"I";;"3,865.32"
43;;"support staff";"K";;"3,660.83"
44;;"Management staff";"C";;"15,695.03"
44;;"executive staff";"D";;"12,883.84"
44;;"executive staff";"E";;"9,165.39"
44;;"executive staff";"F";;"7,669.62"
44;;"support staff";"G";;"5,440.11"
44;;"support staff";"H";;"4,908.33"
44;;"support staff";"I";;"3,900.17"
44;;"support staff";"K";;"3,693.77"
45;;"Management staff";"C";;"15,852.62"
45;;"executive staff";"D";;"13,017.76"
45;;"executive staff";"E";;"9,269.12"
45;;"executive staff";"F";;"7,754.28"
45;;"support staff";"G";;"5,492.88"
45;;"support staff";"H";;"4,955.15"
45;;"support staff";"I";;"3,936.06"
45;;"support staff";"K";;"3,727.02"
46;;"Management staff";"C";;"16,011.59"
46;;"executive staff";"D";;"13,152.74"
46;;"executive staff";"E";;"9,373.89"
46;;"executive staff";"F";;"7,844.05"
46;;"support staff";"G";;"5,546.16"
46;;"support staff";"H";;"5,002.32"
46;;"support staff";"I";;"3,972.40"
46;;"support staff";"K";;"3,760.62"
47;;"Management staff";"C";;"16,172.12"
47;;"executive staff";"D";;"13,288.73"
47;;"executive staff";"E";;"9,479.26"
47;;"executive staff";"F";;"7,936.68"
47;;"support staff";"G";;"5,599.72"
47;;"support staff";"H";;"5,049.85"
47;;"support staff";"I";;"4,008.97"
47;;"support staff";"K";;"3,794.39"
48;;"Management staff";"C";;"16,333.77"
48;;"executive staff";"D";;"13,425.81"
48;;"executive staff";"E";;"9,585.99"
48;;"executive staff";"F";;"8,030.03"
48;;"support staff";"G";;"5,654.78"
48;;"support staff";"H";;"5,097.94"
48;;"support staff";"I";;"4,046.00"
48;;"support staff";"K";;"3,828.37"
49;;"Management staff";"C";;"16,499.06"
49;;"executive staff";"D";;"13,564.32"
49;;"executive staff";"E";;"9,693.38"
49;;"executive staff";"F";;"8,124.32"
49;;"support staff";"G";;"5,710.94"
49;;"support staff";"H";;"5,146.40"
49;;"support staff";"I";;"4,083.11"
49;;"support staff";"K";;"3,862.80"
50;;"Management staff";"C";;"16,666.01"
50;;"executive staff";"D";;"13,703.83"
50;;"executive staff";"E";;"9,801.70"
50;;"executive staff";"F";;"8,219.14"
50;;"support staff";"G";;"5,767.52"
50;;"support staff";"H";;"5,195.24"
50;;"support staff";"I";;"4,120.57"
50;;"support staff";"K";;"3,897.61"
51;;"Management staff";"C";;"16,834.64"
51;;"executive staff";"D";;"13,844.49"
51;;"executive staff";"E";;"9,910.93"
51;;"executive staff";"F";;"8,314.99"
51;;"support staff";"G";;"5,824.82"
51;;"support staff";"H";;"5,245.80"
51;;"support staff";"I";;"4,158.47"
51;;"support staff";"K";;"3,933.43"
52;;"Management staff";"C";;"17,005.00"
52;;"executive staff";"D";;"13,986.57"
52;;"executive staff";"E";;"10,021.06"
52;;"executive staff";"F";;"8,411.63"
52;;"support staff";"G";;"5,882.26"
52;;"support staff";"H";;"5,296.80"
52;;"support staff";"I";;"4,196.45"
52;;"support staff";"K";;"3,969.89"
53;;"Management staff";"C";;"17,177.06"
53;;"executive staff";"D";;"14,129.63"
53;;"executive staff";"E";;"10,132.09"
53;;"executive staff";"F";;"8,508.81"
53;;"support staff";"G";;"5,940.38"
53;;"support staff";"H";;"5,348.52"
53;;"support staff";"I";;"4,234.99"
53;;"support staff";"K";;"4,006.43"
54;;"Management staff";"C";;"17,350.88"
54;;"executive staff";"D";;"14,273.96"
54;;"executive staff";"E";;"10,244.18"
54;;"executive staff";"F";;"8,607.12"
54;;"support staff";"G";;"5,999.02"
54;;"support staff";"H";;"5,400.33"
54;;"support staff";"I";;"4,273.69"
54;;"support staff";"K";;"4,043.17"
55;;"Management staff";"C";;"null"
55;;"executive staff";"D";;"14,422.62"
55;;"executive staff";"E";;"10,357.21"
55;;"executive staff";"F";;"8,706.14"
55;;"support staff";"G";;"6,058.24"
55;;"support staff";"H";;"5,452.83"
55;;"support staff";"I";;"4,312.79"
55;;"support staff";"K";;"4,080.31"
56;;"Management staff";"C";;"null"
56;;"executive staff";"D";;"14,572.83"
56;;"executive staff";"E";;"10,471.12"
56;;"executive staff";"F";;"8,806.06"
56;;"support staff";"G";;"6,119.53"
56;;"support staff";"H";;"5,505.75"
56;;"support staff";"I";;"4,352.77"
56;;"support staff";"K";;"4,117.71"
57;;"Management staff";"C";;"null"
57;;"executive staff";"D";;"14,724.61"
57;;"executive staff";"E";;"10,586.13"
57;;"executive staff";"F";;"8,906.78"
57;;"support staff";"G";;"6,181.50"
57;;"support staff";"H";;"5,559.02"
57;;"support staff";"I";;"4,393.71"
57;;"support staff";"K";;"4,155.53"
58;;"Management staff";"C";;"null"
58;;"executive staff";"D";;"14,877.97"
58;;"executive staff";"E";;"10,702.00"
58;;"executive staff";"F";;"9,008.48"
58;;"support staff";"G";;"6,243.96"
58;;"support staff";"H";;"5,612.64"
58;;"support staff";"I";;"4,434.86"
58;;"support staff";"K";;"4,193.61"
59;;"Management staff";"C";;"null"
59;;"executive staff";"D";;"15,032.92"
59;;"executive staff";"E";;"10,818.74"
59;;"executive staff";"F";;"9,110.93"
59;;"support staff";"G";;"6,306.88"
59;;"support staff";"H";;"5,668.15"
59;;"support staff";"I";;"4,476.35"
59;;"support staff";"K";;"4,231.90"
60;;"Management staff";"C";;"null"
60;;"executive staff";"D";;"15,189.48"
60;;"executive staff";"E";;"10,936.58"
60;;"executive staff";"F";;"9,214.29"
60;;"support staff";"G";;"6,370.62"
60;;"support staff";"H";;"5,722.65"
60;;"support staff";"I";;"4,518.30"
60;;"support staff";"K";;"4,270.72"
61;;"Management staff";"C";;"null"
61;;"executive staff";"D";;"null"
61;;"executive staff";"E";;"11,055.44"
61;;"executive staff";"F";;"9,318.45"
61;;"support staff";"G";;"6,434.43"
61;;"support staff";"H";;"5,777.67"
61;;"support staff";"I";;"4,560.54"
61;;"support staff";"K";;"4,309.56"
62;;"Management staff";"C";;"null"
62;;"executive staff";"D";;"null"
62;;"executive staff";"E";;"11,175.49"
62;;"executive staff";"F";;"9,423.66"
62;;"support staff";"G";;"6,499.58"
62;;"support staff";"H";;"5,833.23"
62;;"support staff";"I";;"4,603.30"
62;;"support staff";"K";;"4,348.75"
63;;"Management staff";"C";;"null"
63;;"executive staff";"D";;"null"
63;;"executive staff";"E";;"11,296.30"
63;;"executive staff";"F";;"9,529.62"
63;;"support staff";"G";;"6,566.70"
63;;"support staff";"H";;"5,889.32"
63;;"support staff";"I";;"4,646.29"
63;;"support staff";"K";;"4,388.31"
64;;"Management staff";"C";;"null"
64;;"executive staff";"D";;"null"
64;;"executive staff";"E";;"11,418.13"
64;;"executive staff";"F";;"9,636.46"
64;;"support staff";"G";;"6,634.56"
64;;"support staff";"H";;"5,945.94"
64;;"support staff";"I";;"4,689.83"
64;;"support staff";"K";;"4,428.22"
65;;"Management staff";"C";;"null"
65;;"executive staff";"D";;"null"
65;;"executive staff";"E";;"11,541.10"
65;;"executive staff";"F";;"9,746.89"
65;;"support staff";"G";;"6,700.66"
65;;"support staff";"H";;"6,003.11"
65;;"support staff";"I";;"4,733.23"
65;;"support staff";"K";;"4,468.49"
66;;"Management staff";"C";;"null"
66;;"executive staff";"D";;"null"
66;;"executive staff";"E";;"11,665.04"
66;;"executive staff";"F";;"9,858.58"
66;;"support staff";"G";;"6,767.40"
66;;"support staff";"H";;"6,060.84"
66;;"support staff";"I";;"4,777.93"
66;;"support staff";"K";;"4,509.13"
67;;"Management staff";"C";;"null"
67;;"executive staff";"D";;"null"
67;;"executive staff";"E";;"11,793.63"
67;;"executive staff";"F";;"9,971.56"
67;;"support staff";"G";;"6,834.83"
67;;"support staff";"H";;"6,119.10"
67;;"support staff";"I";;"4,823.64"
67;;"support staff";"K";;"4,550.14"
68;;"Management staff";"C";;"null"
68;;"executive staff";"D";;"null"
68;;"executive staff";"E";;"11,923.60"
68;;"executive staff";"F";;"10,085.84"
68;;"support staff";"G";;"6,902.91"
68;;"support staff";"H";;"6,177.94"
68;;"support staff";"I";;"4,869.77"
68;;"support staff";"K";;"null"
69;;"Management staff";"C";;"null"
69;;"executive staff";"D";;"null"
69;;"executive staff";"E";;"12,055.03"
69;;"executive staff";"F";;"10,201.42"
69;;"support staff";"G";;"6,971.68"
69;;"support staff";"H";;"6,237.34"
69;;"support staff";"I";;"4,915.07"
69;;"support staff";"K";;"null"
70;;"Management staff";"C";;"null"
70;;"executive staff";"D";;"null"
70;;"executive staff";"E";;"12,187.91"
70;;"executive staff";"F";;"null"
70;;"support staff";"G";;"7,041.13"
70;;"support staff";"H";;"null"
70;;"support staff";"I";;"4,960.78"
70;;"support staff";"K";;"null"
71;;"Management staff";"C";;"null"
71;;"executive staff";"D";;"null"
71;;"executive staff";"E";;"12,322.24"
71;;"executive staff";"F";;"null"
71;;"support staff";"G";;"7,111.28"
71;;"support staff";"H";;"null"
71;;"support staff";"I";;"5,006.92"
71;;"support staff";"K";;"null"
72;;"Management staff";"C";;"null"
72;;"executive staff";"D";;"null"
72;;"executive staff";"E";;"12,458.06"
72;;"executive staff";"F";;"null"
72;;"support staff";"G";;"7,182.12"
72;;"support staff";"H";;"null"
72;;"support staff";"I";;"5,053.49"
72;;"support staff";"K";;"null"
73;;"Management staff";"C";;"null"
73;;"executive staff";"D";;"null"
73;;"executive staff";"E";;"null"
73;;"executive staff";"F";;"null"
73;;"support staff";"G";;"7,253.67"
73;;"support staff";"H";;"null"
73;;"support staff";"I";;"5,100.49"
73;;"support staff";"K";;"null"
74;;"Management staff";"C";;"null"
74;;"executive staff";"D";;"null"
74;;"executive staff";"E";;"null"
74;;"executive staff";"F";;"null"
74;;"support staff";"G";;"7,325.93"
74;;"support staff";"H";;"null"
74;;"support staff";"I";;"5,147.94"
74;;"support staff";"K";;"null"
75;;"Management staff";"C";;"null"
75;;"executive staff";"D";;"null"
75;;"executive staff";"E";;"null"
75;;"executive staff";"F";;"null"
75;;"support staff";"G";;"null"
75;;"support staff";"H";;"null"
75;;"support staff";"I";;"5,195.81"
75;;"support staff";"K";;"null"
76;;"Management staff";"C";;"null"
76;;"executive staff";"D";;"null"
76;;"executive staff";"E";;"null"
76;;"executive staff";"F";;"null"
76;;"support staff";"G";;"null"
76;;"support staff";"H";;"null"
76;;"support staff";"I";;"5,244.14"
76;;"support staff";"K";;"null"
77;;"Management staff";"C";;"null"
77;;"executive staff";"D";;"null"
77;;"executive staff";"E";;"null"
77;;"executive staff";"F";;"null"
77;;"support staff";"G";;"null"
77;;"support staff";"H";;"null"
77;;"support staff";"I";;"null"
77;;"support staff";"K";;"5,292.92"
78;;"Management staff";"C";;"null"
78;;"executive staff";"D";;"null"
78;;"executive staff";"E";;"null"
78;;"executive staff";"F";;"null"
78;;"support staff";"G";;"null"
78;;"support staff";"H";;"null"
78;;"support staff";"I";;"5,342.15"
78;;"support staff";"K";;"null"
