"0",,,,
"United Kingdom",,"Remuneration 
average in 
EURO",,"56.048 "
"United Kingdom",,"Corrective 
coefficient",,"106,2 "
"United Kingdom",,"Remuneration
average in
terms of PPS",,"52.776"
"EU 25 Average ",,"Remuneration 
average in 
EURO",,"37.948 €"
"EU 25 Average ",,"Corrective 
coefficient",,"null"
"EU 25 Average ",,"Remuneration
average in
terms of PPS",,"40.126 €"
"Bulgaria ",,"Remuneration 
average in 
EURO",,"3.556"
"Bulgaria ",,"Corrective 
coefficient",,"36,4"
"Bulgaria ",,"Remuneration
average in
terms of PPS",,"9.770"
"Croatia ",,"Remuneration 
average in 
EURO",,"16.671"
"Croatia ",,"Corrective 
coefficient",,"61,6"
"Croatia ",,"Remuneration
average in
terms of PPS",,"27.063"
"Iceland ",,"Remuneration 
average in 
EURO",,"50.803"
"Iceland ",,"Corrective 
coefficient",,"150,3"
"Iceland ",,"Remuneration
average in
terms of PPS",,"33.801"
"Israel (*) ",,"Remuneration 
average in 
EURO",,"42.552"
"Israel (*) ",,"Corrective 
coefficient",,"71,4"
"Israel (*) ",,"Remuneration
average in
terms of PPS",,"59.580"
"Norway ",,"Remuneration 
average in 
EURO",,"58.997"
"Norway ",,"Corrective 
coefficient",,"141,1"
"Norway ",,"Remuneration
average in
terms of PPS",,"41.813"
"Romania ",,"Remuneration 
average in 
EURO",,"6.286"
"Romania ",,"Corrective 
coefficient",,"46,6"
"Romania ",,"Remuneration
average in
terms of PPS",,"13.489"
"Switzerland ",,"Remuneration 
average in 
EURO",,"82.725"
"Switzerland ",,"Corrective 
coefficient",,"138,1"
"Switzerland ",,"Remuneration
average in
terms of PPS",,"59.902"
"Turkey ",,"Remuneration 
average in 
EURO",,"16.249"
"Turkey ",,"Corrective 
coefficient",,"61,9"
"Turkey ",,"Remuneration
average in
terms of PPS",,"26.250"
"Associated 
countries average",,"Remuneration 
average in 
EURO",,"34.730 €"
"Associated 
countries average",,"Corrective 
coefficient",,"null"
"Associated 
countries average",,"Remuneration
average in
terms of PPS",,"33.959 €"
"Australia(*) ",,"Remuneration 
average in 
EURO",,"64.150"
"Australia(*) ",,"Corrective 
coefficient",,"102,9"
"Australia(*) ",,"Remuneration
average in
terms of PPS",,"62.342"
"China(*) ",,"Remuneration 
average in 
EURO",,"3.150"
"China(*) ",,"Corrective 
coefficient",,"22,9"
"China(*) ",,"Remuneration
average in
terms of PPS",,"13.755"
"India(*) ",,"Remuneration 
average in 
EURO",,"9.177"
"India(*) ",,"Corrective 
coefficient",,"20,3"
"India(*) ",,"Remuneration
average in
terms of PPS",,"45.207"
"Japan ",,"Remuneration 
average in 
EURO",,"68.872"
"Japan ",,"Corrective 
coefficient",,"111,1"
"Japan ",,"Remuneration
average in
terms of PPS",,"61.991"
"United States ",,"Remuneration 
average in 
EURO",,"60.156"
"United States ",,"Corrective 
coefficient",,"95,8"
"United States ",,"Remuneration
average in
terms of PPS",,"62.793"
