0,,,,,,,
2010,,"Sep.",,"Total","Total
1",,"4,345.2"
2010,,"Sep.",,"Total","Index:
Dec. 2008 = 100
2",,103.8
2010,,"Sep.",,"Total","Annual
growth
rates (%)
3",,1.6
2010,,"Sep.",,"MFIs","Total
4",,487.0
2010,,"Sep.",,"MFIs","Annual
growth
rates (%)
5",,5.1
2010,,"Sep.",,"Financial corporations other than MFIs","Total
6",,326.6
2010,,"Sep.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.0
2010,,"Sep.",,"Non-financial corporations","Total
8",,"3,531.6"
2010,,"Sep.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.9
2010,,"Oct.",,"Total","Total
1",,"4,531.0"
2010,,"Oct.",,"Total","Index:
Dec. 2008 = 100
2",,104.2
2010,,"Oct.",,"Total","Annual
growth
rates (%)
3",,1.8
2010,,"Oct.",,"MFIs","Total
4",,514.4
2010,,"Oct.",,"MFIs","Annual
growth
rates (%)
5",,7.3
2010,,"Oct.",,"Financial corporations other than MFIs","Total
6",,333.5
2010,,"Oct.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.0
2010,,"Oct.",,"Non-financial corporations","Total
8",,"3,683.1"
2010,,"Oct.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.8
2010,,"Nov.",,"Total","Total
1",,"4,413.3"
2010,,"Nov.",,"Total","Index:
Dec. 2008 = 100
2",,104.4
2010,,"Nov.",,"Total","Annual
growth
rates (%)
3",,1.8
2010,,"Nov.",,"MFIs","Total
4",,437.8
2010,,"Nov.",,"MFIs","Annual
growth
rates (%)
5",,6.8
2010,,"Nov.",,"Financial corporations other than MFIs","Total
6",,316.6
2010,,"Nov.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,5.4
2010,,"Nov.",,"Non-financial corporations","Total
8",,"3,658.9"
2010,,"Nov.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.8
2010,,"Dec.",,"Total","Total
1",,"4,596.2"
2010,,"Dec.",,"Total","Index:
Dec. 2008 = 100
2",,104.4
2010,,"Dec.",,"Total","Annual
growth
rates (%)
3",,1.4
2010,,"Dec.",,"MFIs","Total
4",,458.4
2010,,"Dec.",,"MFIs","Annual
growth
rates (%)
5",,6.5
2010,,"Dec.",,"Financial corporations other than MFIs","Total
6",,334.0
2010,,"Dec.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,2.3
2010,,"Dec.",,"Non-financial corporations","Total
8",,"3,803.8"
2010,,"Dec.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.7
2011,,"Jan.",,"Total","Total
1",,"4,759.8"
2011,,"Jan.",,"Total","Index:
Dec. 2008 = 100
2",,104.6
2011,,"Jan.",,"Total","Annual
growth
rates (%)
3",,1.4
2011,,"Jan.",,"MFIs","Total
4",,514.3
2011,,"Jan.",,"MFIs","Annual
growth
rates (%)
5",,6.2
2011,,"Jan.",,"Financial corporations other than MFIs","Total
6",,365.8
2011,,"Jan.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,3.0
2011,,"Jan.",,"Non-financial corporations","Total
8",,"3,879.7"
2011,,"Jan.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.6
2011,,"Feb.",,"Total","Total
1",,"4,845.8"
2011,,"Feb.",,"Total","Index:
Dec. 2008 = 100
2",,104.7
2011,,"Feb.",,"Total","Annual
growth
rates (%)
3",,1.5
2011,,"Feb.",,"MFIs","Total
4",,535.0
2011,,"Feb.",,"MFIs","Annual
growth
rates (%)
5",,6.8
2011,,"Feb.",,"Financial corporations other than MFIs","Total
6",,378.9
2011,,"Feb.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,3.9
2011,,"Feb.",,"Non-financial corporations","Total
8",,"3,931.9"
2011,,"Feb.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.6
2011,,"Mar.",,"Total","Total
1",,"4,767.3"
2011,,"Mar.",,"Total","Index:
Dec. 2008 = 100
2",,104.8
2011,,"Mar.",,"Total","Annual
growth
rates (%)
3",,1.4
2011,,"Mar.",,"MFIs","Total
4",,491.7
2011,,"Mar.",,"MFIs","Annual
growth
rates (%)
5",,6.2
2011,,"Mar.",,"Financial corporations other than MFIs","Total
6",,363.2
2011,,"Mar.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.1
2011,,"Mar.",,"Non-financial corporations","Total
8",,"3,912.5"
2011,,"Mar.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.5
2011,,"Apr.",,"Total","Total
1",,"4,891.8"
2011,,"Apr.",,"Total","Index:
Dec. 2008 = 100
2",,105.0
2011,,"Apr.",,"Total","Annual
growth
rates (%)
3",,1.5
2011,,"Apr.",,"MFIs","Total
4",,497.5
2011,,"Apr.",,"MFIs","Annual
growth
rates (%)
5",,6.8
2011,,"Apr.",,"Financial corporations other than MFIs","Total
6",,371.5
2011,,"Apr.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.1
2011,,"Apr.",,"Non-financial corporations","Total
8",,"4,022.8"
2011,,"Apr.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.6
2011,,"May",,"Total","Total
1",,"4,777.5"
2011,,"May",,"Total","Index:
Dec. 2008 = 100
2",,105.0
2011,,"May",,"Total","Annual
growth
rates (%)
3",,1.5
2011,,"May",,"MFIs","Total
4",,475.9
2011,,"May",,"MFIs","Annual
growth
rates (%)
5",,7.4
2011,,"May",,"Financial corporations other than MFIs","Total
6",,356.2
2011,,"May",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.1
2011,,"May",,"Non-financial corporations","Total
8",,"3,945.4"
2011,,"May",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.4
2011,,"June",,"Total","Total
1",,"4,722.7"
2011,,"June",,"Total","Index:
Dec. 2008 = 100
2",,105.5
2011,,"June",,"Total","Annual
growth
rates (%)
3",,1.7
2011,,"June",,"MFIs","Total
4",,491.6
2011,,"June",,"MFIs","Annual
growth
rates (%)
5",,10.2
2011,,"June",,"Financial corporations other than MFIs","Total
6",,350.5
2011,,"June",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.6
2011,,"June",,"Non-financial corporations","Total
8",,"3,880.5"
2011,,"June",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.4
2011,,"July",,"Total","Total
1",,"4,504.3"
2011,,"July",,"Total","Index:
Dec. 2008 = 100
2",,105.7
2011,,"July",,"Total","Annual
growth
rates (%)
3",,1.9
2011,,"July",,"MFIs","Total
4",,458.8
2011,,"July",,"MFIs","Annual
growth
rates (%)
5",,12.1
2011,,"July",,"Financial corporations other than MFIs","Total
6",,325.5
2011,,"July",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.9
2011,,"July",,"Non-financial corporations","Total
8",,"3,720.0"
2011,,"July",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.4
2011,,"Aug.",,"Total","Total
1",,"3,975.3"
2011,,"Aug.",,"Total","Index:
Dec. 2008 = 100
2",,105.9
2011,,"Aug.",,"Total","Annual
growth
rates (%)
3",,2.0
2011,,"Aug.",,"MFIs","Total
4",,383.0
2011,,"Aug.",,"MFIs","Annual
growth
rates (%)
5",,13.4
2011,,"Aug.",,"Financial corporations other than MFIs","Total
6",,281.6
2011,,"Aug.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.9
2011,,"Aug.",,"Non-financial corporations","Total
8",,"3,310.7"
2011,,"Aug.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.4
2011,,"Sep.",,"Total","Total
1",,"3,749.2"
2011,,"Sep.",,"Total","Index:
Dec. 2008 = 100
2",,105.9
2011,,"Sep.",,"Total","Annual
growth
rates (%)
3",,2.0
2011,,"Sep.",,"MFIs","Total
4",,350.7
2011,,"Sep.",,"MFIs","Annual
growth
rates (%)
5",,13.1
2011,,"Sep.",,"Financial corporations other than MFIs","Total
6",,264.3
2011,,"Sep.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,5.8
2011,,"Sep.",,"Non-financial corporations","Total
8",,"3,134.2"
2011,,"Sep.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.3
2011,,"Oct.",,"Total","Total
1",,"4,044.0"
2011,,"Oct.",,"Total","Index:
Dec. 2008 = 100
2",,105.9
2011,,"Oct.",,"Total","Annual
growth
rates (%)
3",,1.7
2011,,"Oct.",,"MFIs","Total
4",,361.3
2011,,"Oct.",,"MFIs","Annual
growth
rates (%)
5",,10.2
2011,,"Oct.",,"Financial corporations other than MFIs","Total
6",,288.0
2011,,"Oct.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,5.8
2011,,"Oct.",,"Non-financial corporations","Total
8",,"3,394.7"
2011,,"Oct.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.3
2011,,"Nov.",,"Total","Total
1",,"3,893.4"
2011,,"Nov.",,"Total","Index:
Dec. 2008 = 100
2",,106.0
2011,,"Nov.",,"Total","Annual
growth
rates (%)
3",,1.5
2011,,"Nov.",,"MFIs","Total
4",,330.6
2011,,"Nov.",,"MFIs","Annual
growth
rates (%)
5",,9.1
2011,,"Nov.",,"Financial corporations other than MFIs","Total
6",,271.5
2011,,"Nov.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.6
2011,,"Nov.",,"Non-financial corporations","Total
8",,"3,291.3"
2011,,"Nov.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.3
2011,,"Dec.",,"Total","Total
1",,"3,906.8"
2011,,"Dec.",,"Total","Index:
Dec. 2008 = 100
2",,106.1
2011,,"Dec.",,"Total","Annual
growth
rates (%)
3",,1.6
2011,,"Dec.",,"MFIs","Total
4",,340.1
2011,,"Dec.",,"MFIs","Annual
growth
rates (%)
5",,9.6
2011,,"Dec.",,"Financial corporations other than MFIs","Total
6",,270.7
2011,,"Dec.",,"Financial corporations other than MFIs","Annual
growth
rates (%)
7",,4.9
2011,,"Dec.",,"Non-financial corporations","Total
8",,"3,296.0"
2011,,"Dec.",,"Non-financial corporations","Annual
growth
rates (%)
9",,0.4
,,,,,,,
1,,,,,,,
2009,,"Dec.",,"Total","Gross issues
1",,16.2
2009,,"Dec.",,"Total","Redemptions
2",,0.2
2009,,"Dec.",,"Total","Net issues
3",,16.1
2009,,"Dec.",,"MFIs","Gross issues
4",,1.9
2009,,"Dec.",,"MFIs","Redemptions
5",,0.0
2009,,"Dec.",,"MFIs","Net issues
6",,1.9
2009,,"Dec.",,"Financial corporations other than MFIs","Gross issues
7",,10.4
2009,,"Dec.",,"Financial corporations other than MFIs","Redemptions
8",,0.1
2009,,"Dec.",,"Financial corporations other than MFIs","Net issues
9",,10.3
2009,,"Dec.",,"Non-financial corporations","Gross issues
10",,4.0
2009,,"Dec.",,"Non-financial corporations","Redemptions
11",,0.1
2009,,"Dec.",,"Non-financial corporations","Net issues
12",,3.9
2010,,"Jan.",,"Total","Gross issues
1",,6.4
2010,,"Jan.",,"Total","Redemptions
2",,0.0
2010,,"Jan.",,"Total","Net issues
3",,6.4
2010,,"Jan.",,"MFIs","Gross issues
4",,4.1
2010,,"Jan.",,"MFIs","Redemptions
5",,0.0
2010,,"Jan.",,"MFIs","Net issues
6",,4.1
2010,,"Jan.",,"Financial corporations other than MFIs","Gross issues
7",,0.1
2010,,"Jan.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"Jan.",,"Financial corporations other than MFIs","Net issues
9",,0.1
2010,,"Jan.",,"Non-financial corporations","Gross issues
10",,2.3
2010,,"Jan.",,"Non-financial corporations","Redemptions
11",,0.0
2010,,"Jan.",,"Non-financial corporations","Net issues
12",,2.3
2010,,"Feb.",,"Total","Gross issues
1",,2.2
2010,,"Feb.",,"Total","Redemptions
2",,0.3
2010,,"Feb.",,"Total","Net issues
3",,1.9
2010,,"Feb.",,"MFIs","Gross issues
4",,0.0
2010,,"Feb.",,"MFIs","Redemptions
5",,0.0
2010,,"Feb.",,"MFIs","Net issues
6",,0.0
2010,,"Feb.",,"Financial corporations other than MFIs","Gross issues
7",,0.2
2010,,"Feb.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"Feb.",,"Financial corporations other than MFIs","Net issues
9",,0.2
2010,,"Feb.",,"Non-financial corporations","Gross issues
10",,2.0
2010,,"Feb.",,"Non-financial corporations","Redemptions
11",,0.3
2010,,"Feb.",,"Non-financial corporations","Net issues
12",,1.7
2010,,"Mar.",,"Total","Gross issues
1",,9.6
2010,,"Mar.",,"Total","Redemptions
2",,0.6
2010,,"Mar.",,"Total","Net issues
3",,9.0
2010,,"Mar.",,"MFIs","Gross issues
4",,2.6
2010,,"Mar.",,"MFIs","Redemptions
5",,0.0
2010,,"Mar.",,"MFIs","Net issues
6",,2.6
2010,,"Mar.",,"Financial corporations other than MFIs","Gross issues
7",,0.1
2010,,"Mar.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"Mar.",,"Financial corporations other than MFIs","Net issues
9",,0.1
2010,,"Mar.",,"Non-financial corporations","Gross issues
10",,6.9
2010,,"Mar.",,"Non-financial corporations","Redemptions
11",,0.6
2010,,"Mar.",,"Non-financial corporations","Net issues
12",,6.3
2010,,"Apr.",,"Total","Gross issues
1",,1.8
2010,,"Apr.",,"Total","Redemptions
2",,0.4
2010,,"Apr.",,"Total","Net issues
3",,1.5
2010,,"Apr.",,"MFIs","Gross issues
4",,0.1
2010,,"Apr.",,"MFIs","Redemptions
5",,0.0
2010,,"Apr.",,"MFIs","Net issues
6",,0.0
2010,,"Apr.",,"Financial corporations other than MFIs","Gross issues
7",,0.0
2010,,"Apr.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"Apr.",,"Financial corporations other than MFIs","Net issues
9",,0.0
2010,,"Apr.",,"Non-financial corporations","Gross issues
10",,1.8
2010,,"Apr.",,"Non-financial corporations","Redemptions
11",,0.3
2010,,"Apr.",,"Non-financial corporations","Net issues
12",,1.5
2010,,"May",,"Total","Gross issues
1",,3.2
2010,,"May",,"Total","Redemptions
2",,0.8
2010,,"May",,"Total","Net issues
3",,2.4
2010,,"May",,"MFIs","Gross issues
4",,1.9
2010,,"May",,"MFIs","Redemptions
5",,0.0
2010,,"May",,"MFIs","Net issues
6",,1.9
2010,,"May",,"Financial corporations other than MFIs","Gross issues
7",,0.1
2010,,"May",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"May",,"Financial corporations other than MFIs","Net issues
9",,0.1
2010,,"May",,"Non-financial corporations","Gross issues
10",,1.3
2010,,"May",,"Non-financial corporations","Redemptions
11",,0.8
2010,,"May",,"Non-financial corporations","Net issues
12",,0.4
2010,,"June",,"Total","Gross issues
1",,8.4
2010,,"June",,"Total","Redemptions
2",,0.4
2010,,"June",,"Total","Net issues
3",,8.0
2010,,"June",,"MFIs","Gross issues
4",,2.2
2010,,"June",,"MFIs","Redemptions
5",,0.0
2010,,"June",,"MFIs","Net issues
6",,2.2
2010,,"June",,"Financial corporations other than MFIs","Gross issues
7",,0.4
2010,,"June",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"June",,"Financial corporations other than MFIs","Net issues
9",,0.4
2010,,"June",,"Non-financial corporations","Gross issues
10",,5.8
2010,,"June",,"Non-financial corporations","Redemptions
11",,0.4
2010,,"June",,"Non-financial corporations","Net issues
12",,5.4
2010,,"July",,"Total","Gross issues
1",,3.6
2010,,"July",,"Total","Redemptions
2",,0.8
2010,,"July",,"Total","Net issues
3",,2.7
2010,,"July",,"MFIs","Gross issues
4",,0.7
2010,,"July",,"MFIs","Redemptions
5",,0.0
2010,,"July",,"MFIs","Net issues
6",,0.7
2010,,"July",,"Financial corporations other than MFIs","Gross issues
7",,0.5
2010,,"July",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"July",,"Financial corporations other than MFIs","Net issues
9",,0.5
2010,,"July",,"Non-financial corporations","Gross issues
10",,2.4
2010,,"July",,"Non-financial corporations","Redemptions
11",,0.8
2010,,"July",,"Non-financial corporations","Net issues
12",,1.6
2010,,"Aug.",,"Total","Gross issues
1",,1.4
2010,,"Aug.",,"Total","Redemptions
2",,1.2
2010,,"Aug.",,"Total","Net issues
3",,0.2
2010,,"Aug.",,"MFIs","Gross issues
4",,0.0
2010,,"Aug.",,"MFIs","Redemptions
5",,0.0
2010,,"Aug.",,"MFIs","Net issues
6",,0.0
2010,,"Aug.",,"Financial corporations other than MFIs","Gross issues
7",,0.0
2010,,"Aug.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"Aug.",,"Financial corporations other than MFIs","Net issues
9",,0.0
2010,,"Aug.",,"Non-financial corporations","Gross issues
10",,1.4
2010,,"Aug.",,"Non-financial corporations","Redemptions
11",,1.2
2010,,"Aug.",,"Non-financial corporations","Net issues
12",,0.2
2010,,"Sep.",,"Total","Gross issues
1",,1.6
2010,,"Sep.",,"Total","Redemptions
2",,0.2
2010,,"Sep.",,"Total","Net issues
3",,1.4
2010,,"Sep.",,"MFIs","Gross issues
4",,0.2
2010,,"Sep.",,"MFIs","Redemptions
5",,0.0
2010,,"Sep.",,"MFIs","Net issues
6",,0.2
2010,,"Sep.",,"Financial corporations other than MFIs","Gross issues
7",,0.0
2010,,"Sep.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2010,,"Sep.",,"Financial corporations other than MFIs","Net issues
9",,0.0
2010,,"Sep.",,"Non-financial corporations","Gross issues
10",,1.4
2010,,"Sep.",,"Non-financial corporations","Redemptions
11",,0.2
2010,,"Sep.",,"Non-financial corporations","Net issues
12",,1.2
2010,,"Oct.",,"Total","Gross issues
1",,16.3
2010,,"Oct.",,"Total","Redemptions
2",,0.2
2010,,"Oct.",,"Total","Net issues
3",,16.0
2010,,"Oct.",,"MFIs","Gross issues
4",,14.0
2010,,"Oct.",,"MFIs","Redemptions
5",,0.0
2010,,"Oct.",,"MFIs","Net issues
6",,14.0
2010,,"Oct.",,"Financial corporations other than MFIs","Gross issues
7",,0.2
2010,,"Oct.",,"Financial corporations other than MFIs","Redemptions
8",,0.1
2010,,"Oct.",,"Financial corporations other than MFIs","Net issues
9",,0.1
2010,,"Oct.",,"Non-financial corporations","Gross issues
10",,2.0
2010,,"Oct.",,"Non-financial corporations","Redemptions
11",,0.2
2010,,"Oct.",,"Non-financial corporations","Net issues
12",,1.9
2010,,"Nov.",,"Total","Gross issues
1",,13.5
2010,,"Nov.",,"Total","Redemptions
2",,1.5
2010,,"Nov.",,"Total","Net issues
3",,12.0
2010,,"Nov.",,"MFIs","Gross issues
4",,5.9
2010,,"Nov.",,"MFIs","Redemptions
5",,0.0
2010,,"Nov.",,"MFIs","Net issues
6",,5.9
2010,,"Nov.",,"Financial corporations other than MFIs","Gross issues
7",,5.5
2010,,"Nov.",,"Financial corporations other than MFIs","Redemptions
8",,0.1
2010,,"Nov.",,"Financial corporations other than MFIs","Net issues
9",,5.4
2010,,"Nov.",,"Non-financial corporations","Gross issues
10",,2.1
2010,,"Nov.",,"Non-financial corporations","Redemptions
11",,1.4
2010,,"Nov.",,"Non-financial corporations","Net issues
12",,0.7
2010,,"Dec.",,"Total","Gross issues
1",,3.7
2010,,"Dec.",,"Total","Redemptions
2",,3.5
2010,,"Dec.",,"Total","Net issues
3",,0.2
2010,,"Dec.",,"MFIs","Gross issues
4",,0.2
2010,,"Dec.",,"MFIs","Redemptions
5",,0.0
2010,,"Dec.",,"MFIs","Net issues
6",,0.2
2010,,"Dec.",,"Financial corporations other than MFIs","Gross issues
7",,0.9
2010,,"Dec.",,"Financial corporations other than MFIs","Redemptions
8",,0.3
2010,,"Dec.",,"Financial corporations other than MFIs","Net issues
9",,0.5
2010,,"Dec.",,"Non-financial corporations","Gross issues
10",,2.7
2010,,"Dec.",,"Non-financial corporations","Redemptions
11",,3.2
2010,,"Dec.",,"Non-financial corporations","Net issues
12",,-0.5
2011,,"Jan.",,"Total","Gross issues
1",,6.1
2011,,"Jan.",,"Total","Redemptions
2",,1.3
2011,,"Jan.",,"Total","Net issues
3",,4.8
2011,,"Jan.",,"MFIs","Gross issues
4",,1.7
2011,,"Jan.",,"MFIs","Redemptions
5",,0.0
2011,,"Jan.",,"MFIs","Net issues
6",,1.7
2011,,"Jan.",,"Financial corporations other than MFIs","Gross issues
7",,2.6
2011,,"Jan.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2011,,"Jan.",,"Financial corporations other than MFIs","Net issues
9",,2.6
2011,,"Jan.",,"Non-financial corporations","Gross issues
10",,1.8
2011,,"Jan.",,"Non-financial corporations","Redemptions
11",,1.3
2011,,"Jan.",,"Non-financial corporations","Net issues
12",,0.5
2011,,"Feb.",,"Total","Gross issues
1",,7.1
2011,,"Feb.",,"Total","Redemptions
2",,0.2
2011,,"Feb.",,"Total","Net issues
3",,6.9
2011,,"Feb.",,"MFIs","Gross issues
4",,2.9
2011,,"Feb.",,"MFIs","Redemptions
5",,0.0
2011,,"Feb.",,"MFIs","Net issues
6",,2.9
2011,,"Feb.",,"Financial corporations other than MFIs","Gross issues
7",,3.2
2011,,"Feb.",,"Financial corporations other than MFIs","Redemptions
8",,0.0
2011,,"Feb.",,"Financial corporations other than MFIs","Net issues
9",,3.2
2011,,"Feb.",,"Non-financial corporations","Gross issues
10",,1.1
2011,,"Feb.",,"Non-financial corporations","Redemptions
11",,0.2
2011,,"Feb.",,"Non-financial corporations","Net issues
12",,0.8
2011,,"Mar.",,"Total","Gross issues
1",,4.4
2011,,"Mar.",,"Total","Redemptions
2",,1.0
2011,,"Mar.",,"Total","Net issues
3",,3.5
2011,,"Mar.",,"MFIs","Gross issues
4",,0.1
2011,,"Mar.",,"MFIs","Redemptions
5",,0.0
2011,,"Mar.",,"MFIs","Net issues
6",,0.1
2011,,"Mar.",,"Financial corporations other than MFIs","Gross issues
7",,1.0
2011,,"Mar.",,"Financial corporations other than MFIs","Redemptions
8",,0.2
2011,,"Mar.",,"Financial corporations other than MFIs","Net issues
9",,0.8
2011,,"Mar.",,"Non-financial corporations","Gross issues
10",,3.3
2011,,"Mar.",,"Non-financial corporations","Redemptions
11",,0.7
2011,,"Mar.",,"Non-financial corporations","Net issues
12",,2.6
