"0",,,,,
"Country","Norway",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"13,57"
"Country","Norway",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"6,98"
"Country","Norway",,"Difference 
(A-B)",,"-6,59 "
"Country","Norway",,"Adjustment
coefficient",,"0,93"
"Country","Poland",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"22,08"
"Country","Poland",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"16,59"
"Country","Poland",,"Difference 
(A-B)",,"-5,49 "
"Country","Poland",,"Adjustment
coefficient",,"0,95"
"Country","Portugal",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"16,27"
"Country","Portugal",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"21,16"
"Country","Portugal",,"Difference 
(A-B)",,"4,89 "
"Country","Portugal",,"Adjustment
coefficient",,"1,05"
"Country","Romania",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"23,46"
"Country","Romania",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"24,49"
"Country","Romania",,"Difference 
(A-B)",,"1,03 "
"Country","Romania",,"Adjustment
coefficient",,"1,01"
"Country","Slovakia",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"24,31"
"Country","Slovakia",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"25,23"
"Country","Slovakia",,"Difference 
(A-B)",,"0,92 "
"Country","Slovakia",,"Adjustment
coefficient",,"1,01"
"Country","Slovenia",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"21,32"
"Country","Slovenia",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"14,55"
"Country","Slovenia",,"Difference 
(A-B)",,"-6,77 "
"Country","Slovenia",,"Adjustment
coefficient",,"0,93"
"Country","Spain",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"18,87"
"Country","Spain",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"24,85"
"Country","Spain",,"Difference 
(A-B)",,"5,98 "
"Country","Spain",,"Adjustment
coefficient",,"1,06"
"Country","Sweden",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"34,00"
"Country","Sweden",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"30,56"
"Country","Sweden",,"Difference 
(A-B)",,"-3,44 "
"Country","Sweden",,"Adjustment
coefficient",,"0,97"
"Country","Switzerland",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"13,76"
"Country","Switzerland",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"-"
"Country","Switzerland",,"Difference 
(A-B)",,"-"
"Country","Switzerland",,"Adjustment
coefficient",,"-"
"Country","Turkey",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"18,08"
"Country","Turkey",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"-"
"Country","Turkey",,"Difference 
(A-B)",,"-"
"Country","Turkey",,"Adjustment
coefficient",,"-"
"Country","United Kingdom",,"A - % of employer's
charges from the total
yearly salary average
(STUDY RESULTS)",,"16,78"
"Country","United Kingdom",,"B - % of employer's
charges from the total
yearly salary average
(EUROSTAT DATA)",,"18,31"
"Country","United Kingdom",,"Difference 
(A-B)",,"1,53 "
"Country","United Kingdom",,"Adjustment
coefficient",,"1,02"
,,,,,
"1",,,,,
"Number of responses",,"0-4 years",,"1.528",
"Number of responses",,"5-7 years",,"1.058",
"Number of responses",,"8-10 years",,"729",
"Number of responses",,"11-15 years",,"787",
"Number of responses",,"> 15 years",,"2.008",
"Number of responses",,"TOTAL",,"6.110",
"Weights",,"0-4 years",,"25,01%",
"Weights",,"5-7 years",,"17,32%",
"Weights",,"8-10 years",,"11,93%",
"Weights",,"11-15 years",,"12,88%",
"Weights",,"> 15 years",,"32,86%",
"Weights",,"TOTAL",,"null",
,,,,,
"2",,,,,
"Number of
responses- Female",,"0-4 years ",,"695 ",
"Number of
responses- Female",,"5-7 years ",,"400 ",
"Number of
responses- Female",,"8-10 years ",,"260 ",
"Number of
responses- Female",,"11-15 years ",,"260 ",
"Number of
responses- Female",,"> 15 years ",,"451 ",
"Number of
responses- Female",,"TOTAL",,"2.066",
"Weights",,"0-4 years ",,"33,64% ",
"Weights",,"5-7 years ",,"19,36% ",
"Weights",,"8-10 years ",,"12,58% ",
"Weights",,"11-15 years ",,"12,58% ",
"Weights",,"> 15 years ",,"21,83% ",
"Weights",,"TOTAL",,"null",
"Number of
responses- Male",,"0-4 years ",,"859 ",
"Number of
responses- Male",,"5-7 years ",,"683 ",
"Number of
responses- Male",,"8-10 years ",,"483 ",
"Number of
responses- Male",,"11-15 years ",,"537 ",
"Number of
responses- Male",,"> 15 years ",,"1562 ",
"Number of
responses- Male",,"TOTAL",,"4124",
"Weights",,"0-4 years ",,"20,83% ",
"Weights",,"5-7 years ",,"16,56% ",
"Weights",,"8-10 years ",,"11,71% ",
"Weights",,"11-15 years ",,"13,02% ",
"Weights",,"> 15 years ",,"37,88% ",
"Weights",,"TOTAL",,"null",
