0,,,,,,,
2011,,"Nov.",,"Instantaneous forward rates","5 years
11",,3.64
2011,,"Nov.",,"Instantaneous forward rates","10 years
12",,4.41
2011,,"Dec.",,"Spot rates","3 months
1",,0.00
2011,,"Dec.",,"Spot rates","1 year
2",,0.09
2011,,"Dec.",,"Spot rates","2 years
3",,0.41
2011,,"Dec.",,"Spot rates","5 years
4",,1.56
2011,,"Dec.",,"Spot rates","7 years
5",,2.13
2011,,"Dec.",,"Spot rates","10 years
6",,2.65
2011,,"Dec.",,"Spot rates","10 years
- 3 months
(spread)
7",,2.65
2011,,"Dec.",,"Spot rates","10 years
- 2 years
(spread)
8",,2.24
2011,,"Dec.",,"Instantaneous forward rates","1 year
9",,0.32
2011,,"Dec.",,"Instantaneous forward rates","2 years
10",,1.15
2011,,"Dec.",,"Instantaneous forward rates","5 years
11",,3.24
2011,,"Dec.",,"Instantaneous forward rates","10 years
12",,3.84
2012,,"Jan.",,"Spot rates","3 months
1",,0.11
2012,,"Jan.",,"Spot rates","1 year
2",,0.21
2012,,"Jan.",,"Spot rates","2 years
3",,0.45
2012,,"Jan.",,"Spot rates","5 years
4",,1.44
2012,,"Jan.",,"Spot rates","7 years
5",,2.03
2012,,"Jan.",,"Spot rates","10 years
6",,2.67
2012,,"Jan.",,"Spot rates","10 years
- 3 months
(spread)
7",,2.55
2012,,"Jan.",,"Spot rates","10 years
- 2 years
(spread)
8",,2.22
2012,,"Jan.",,"Instantaneous forward rates","1 year
9",,0.39
2012,,"Jan.",,"Instantaneous forward rates","2 years
10",,1.03
2012,,"Jan.",,"Instantaneous forward rates","5 years
11",,3.07
2012,,"Jan.",,"Instantaneous forward rates","10 years
12",,4.26
2012,,"Feb.",,"Spot rates","3 months
1",,0.11
2012,,"Feb.",,"Spot rates","1 year
2",,0.15
2012,,"Feb.",,"Spot rates","2 years
3",,0.37
2012,,"Feb.",,"Spot rates","5 years
4",,1.39
2012,,"Feb.",,"Spot rates","7 years
5",,1.99
2012,,"Feb.",,"Spot rates","10 years
6",,2.59
2012,,"Feb.",,"Spot rates","10 years
- 3 months
(spread)
7",,2.49
2012,,"Feb.",,"Spot rates","10 years
- 2 years
(spread)
8",,2.22
2012,,"Feb.",,"Instantaneous forward rates","1 year
9",,0.29
2012,,"Feb.",,"Instantaneous forward rates","2 years
10",,0.95
2012,,"Feb.",,"Instantaneous forward rates","5 years
11",,3.06
2012,,"Feb.",,"Instantaneous forward rates","10 years
12",,4.06
